Text,Sentiment
salmaan sir hm aapse milna chahte hai plz sir...,1
Salu bhai awo na.,1
4 pm to kabka baj gai ...pr aap ho kaha Bajrangi Bhai jaan,1
kya bhai kab aarhe ho,1
Helo..bhia kaise ho...!! :),1
bhai aao n,1
aur aap kaise he,1
Salmannnnn aaa intezaar idhar ? tere liye ?,1
Aajo ji ab,1
Bhai roja ramdan me weit nhi karwate,1
4.10 ho gayi ab to :(,1
nhi aoge kya bhaijan,1
Ab to aa jao jnab ...plz aajo,1
jb talak ap na aaoge m na jaunga FB se,1
bhaijaan 4:11 ho gya. kb aaoge aap,1
"kaya huya, kaha hai app,hum logo ko murga to nehe banareha hai?",1
Ek saath bulao sab....,1
Hlp kr do mri plzz bhai,1
Theek hai bhai bahut hua ~~,1
BHAI ab intezar itna bhi karvai ye,1
Kmal krty ho pandy g itna sara vett??,1
u r muslim soo app rozay rakh rhy hoooo,1
yeh salman khan ki purani aadat hai.... late aana :p,1
ma na ja ohir bhai ko post office behja ha ap ko kch snd karna k lia.magar pata nhe apka adress tak nhe pata ya pir kia waja ha,1
Bhai kuch to bta,1
Dabang kha ho,1
Ajao bhai jaan kha par ho,1
m apki bot bdi fan hu,2
Salman bhai plz mene apna gf ko bola dat u vl Say hello 2 me plz mere ijjat uske sAmne bane rhe uske lye mujhe Hello Ajay bol diye na plzz apka pair parta ha,2
dhoka de diya bhaijaan....,1
Hero ki entry last me kyun hoti hai abhi pata chala,1
Pavan kuman ...abhi toh ajao..,1
Bhai aap kaha hai,1
BHAI ab mujse aur wait nhi hota aapka wait 3.30 se kr rha ho,1
aap ache ho na ? body shody bana rah ho na,1
Wait karana achi baat nahi hoti hai bhai.... Bhai sirf rona baki hai,1
Bhaijaan kamaal karte ho,1
try kariye ap mese kisi se to bat kar hi lege,1
plz pakistan si r kaisa behjon,1
Unke namkaran ke time sab jan the kya sallu sallu what????,1
Kha pr baat kre,1
bhaijaan kha ho,1
Chalo.kuch nii bhai koi kaam me fas gye honge aap,1
luv u sallu..:-*,2
Sallu bhaai i am w8 4r bajrangi bhaijaan..,1
Bhai ap nai ayenge tab-tak natural call bhi accept nai karunga??,1
Bhai aao na fir,1
salman bahi uar best,2
bhai apka ghadi slow hai kya,1
Hello sir ji salmaan ji itna late kyu ho rha hai plz jaldi reply kro plz i m waiting for ur response,1
Salu bhai main tek hun ap suna wo kia kr rhy ho.,1
Salman best of luck for bajrangi bhaijan....iss baar bhi sare record tod degi...inshallah,2
4:00 baj gya sir,1
Jaldi ago bhai,1
SALMAN KHAN BHAI CHAR BAJGYE PAR PARTY ABI BAKI HAI,1
Salman bhai nahi ayenge,1
apko ana padega,1
Bhai maa aap ka sabse bada fan puri duniya mein aur bhai jodhpur sha ho,1
Kis kis ko jawab dungachalo ek lucky draw karta hu,1
"or kitni 4...,",1
Arey saab apse to hmm ptivate mai milunga?,1
Hum dil de chuke sanam....,1
Eid ke phle realese mt krna sir jee..,1
Lub ju bbye,2
Bhaijan mere bhabi ko or kitne bakhath samalkhe rakhogeJara mujhe bhi dekhna hay... :),1
sorry frnds bhai nahi aa sakte,1
Upar waale ne insaan ko sbse upar kyaaa diya Dimaag diya hKyu diyaaa h Sochne k liye 2-4 gf side me rkhne k liye,1
Agar bhai ka 1st day 1st show nahin dekha toh yeh jaan rehne ka kya fayda,1
"Bhaiiii jaaaan waiting fr uuuu....:(:(:(:(:(:,(:,(:,(",1
"bhayiaa u lukin so superb at movie Bajrangi Bhaijaan,,Aise hi hamesha hum fans ko pyar dete rahe.Itna hi kaafi hai mere liye.Love you bhayiaa",2
Apna liya toh saab jetha hai dusra kai liya jina wala koh farista kahatai hai,1
abi bhai ko pir behja ha apko kch snds karna k lia pata nhe apka adress tek nhe pata mja,1
Nhi arah bhai,1
abhi tk kyu nhi aye aap salman sir??$$$$ dieing to tlc to u.......,1
3.30 se 4.00 4.00 se 4.30 aana he ya nhi,1
Comment padh ke thak chuka hu aa ja re bhai,1
aslaam o elekum bhai iam from pakistan kia ap bajrangi bhai jan k liye pakistan ana pasand krengy,1
Hloo salu bhai......,1
bhai mere se ek baar,1
aap se itna pyar karte bhi,1
kab aarahe ho,1
Mujhe aap se ye umid nahi thi bhai,1
Salman bhai plz ek baar muje call karo 7048830072 plz plz bhai fir muje mout bhi aa jaye gi to chalega bhai,1
are sallu bhi apki ghadi slow h kya??,1
bhai jaan plzz come,1
mere pita ji bombay me rahte hai unhone ek bar aapse madad magi thi ek blood cancer k pationt ki madad ki aur aapne ki thi,1
Bhai Goli de rahe ho chotey bhai ko,1
Bhai jaan jago .4.13pm ho gyaa kaha ho,1
Sayad bhai bz Honge is liye ni aaye bhaijaan aayenge jarur ek bar bhaijaan ne commitment kardi to kardi,1
sallu mia bhul gye sab kuch yaad nhi unhe ab kuch,1
4 baj gaye hain,1
Bhai jaldi aa subi se waiting,1
Aayenge salllu bhai jorror ayenge,1
salmaaaan........bhaijaaaaannnn...jindabad,1
Watching bajrangi bhaijaan,1
"salman bhai abi dabanng 3 ke shuts ke liye satara mai hai, so next time fans",1
4.13 now,1
vai jan ek ber batyan e koro,1
"4 baj gaye sir .,.,.,.come plz ,.,.,.,.",1
Hii bhaii.. Aap kese ho..?? Agar aap.mera cmmnt padh rhe ho toh plz ek reply kar dena,1
bhai ne kaha hai ki wo busy hai....6 bje tak,1
Bhai me aap ke film ka intajar kar raha hu,1
Abe kha saitan ke cakkr me pade ho,1
Mujhko prr ek ehsan krna k mujhse kv shadi krne ko na kehna :),1
Bhai aap mazak a6a kr lete hai.....Â¡ Â«Â¡?Â¡ Â«Â¡?Â¡ Â«Â¡?Â¡ Â«Â¡?lov u Bhai.....,1
kuchh kam hoga re un ko bhi,1
yrrr aao na jaldi 4:14 bhi ho gye,1
chalo sab apne apne ghar koi salman nahi aaega....!!,1
kahi aisa to nhi bhai ki aap hume direct ye news doge ki aapki shadi bhot saal pehle ho chuki he n wo apne top secret rakha hai???,1
aapka har andaz hi anokha hai janaab,1
Bhai aap apna number dijiye salman bhai,1
5000comment in 5minute,1
khd ana to mumkin nhe shayid,1
Pahle 3:30 phir 4:00 and ab 15 min over bhai,1
R e bhai itni assan hoti salman khan ke sath bate kar na to hochuki o itni busy ha o thorai kisise bat karchakti ha keya??????,1
kamal karte ho panday ji hume bula kr khud hi gayaab .....,1
i lv u urmy fav star koi nai ap sa proud of u i lv u,2
sir wanted ki sequel kab aa rahi sir tere naam ke baad wanted ke baad dabang ab bajrangi bhaijaan,1
Sallu bhai patiala a jao apni film ki promotion ke liye...,1
"sabse hatke sawal, aapko bajrangi bhaijaan kar k kaisa laga?",1
Bhi kab awogi do din sa khaya nai pleace bhi aa jao,1
Madharchod salman khan randy ka ladka harami kafir,0
Ab kaha gye aap gayab,1
allah hafiz....salman,1
lol bhai kb aayoge muje lgta h server krash ho gaya bhai,1
Sir hum Aapka wait kar rahe hai please talk,1
Mujse baat karne m tumko sharam aati h sab k saamne,1
Aap reply karenge....?,1
Bhaijaan kahan ho..kat ki sath hai tum,1
abhi tak nahi aye salman bhai online?,1
Hello bhai plz rply me once plzzzzzzHello bhai plz rply me once plzzzzzzHello bhai plz rply me once plzzzzzzHello bhai plz rply me once plzzzzzz,1
ab aaenge aur...good evening bol.k good bye kr k chale jaayenge,1
Ya fir Facebook crash kr denge,1
rolo ab to 4.15 kya yr aana nhi he kya aap ko,1
kya bhai aap bhi fak rahe ho 4.14 pm ho gaye abhi tak apne koi rep nahi diya bhai aisa mat we trust you...Every time,1
Arre salman bhai kanha ho app 4 bajke 15 min ho gaya,1
Kamal krte ho pandey ji kha ho aap,1
bhai plz aa jao,1
Jaldi aaow bhai,1
salman bhai sultan film ke shuts chalu hai abhi,1
Baat kidhr hogi,1
kamaal karte ho,1
Bhai k sath baat karne ko taras raha hu yaar,1
han #nadim_shaikh ki amma aaegi..,1
Salman bhai...suna hai ap ko kamar k takleef hai..allah ap KO jald sihat yab kare..AMEEN SUMA AMEEN,1
Pls pls pls reply ones...,1
Bhai shahid ki bhi shadi ho gai aap kab kar rahe ho,1
voo pajii tusi kitee chale gaye c,2
AISA MATT KAROO,1
mene socha tha ki  aap humesa such bolte he aur bhut acche h but aap bilkul bhi essaaa nhi he,1
Bhai bhuk lagi khana nahi khane jara aap ka wait kar raha,2
Salman Khan Facebook py nh hen. Unho ny apny interviw me kaha tha.,2
Sala.. Terko dusron k time ki kimat mi hai..,1
hiiiiiiiiiiii sallu bhai im big fan sallu bhai aapko twitter par roz mai hi massage karti ho im big fan sallu bhai reply plzzzzzz,1
Bhai plz marry,1
4 baj gye lekin meeting abhi baaki hai,1
mujhe lag rha h koi admin ham sab ko dhokha de rha h..,1
Jaldi kar bhai,1
salman bhai am ur big fan.... am from paaaakkkiiissstan.... plzzz plzzzzz plzz plzzzz rply me one time..... plzzzzz waiting,1
Jaise#bajrangi k seena hmko #HANUMAN milanga.hum sbka dil ma sirf#SALMAN milanga.,1
Bht ho gya wait ab baat krni ho toh inbox kr dena,1
i luv u bhai. . .jo hate krte h plz msg na kre. . .becoz bhai ki olwys rite. . Wish u a bst lck #salman_bhai,1
I think world big.great fan of sall bhai is me..Bhai ka dost mera dost.Bhai ka dusman mera dusman.Bhai ka bro mera broBhai ka sis mera sisBhai ka wife mera....vabi :D,2
Hi gyz me salu hun roop badal k aya hun,1
Bhai aao na,1
loveee u saluuuu,1
Bhai. Shahid ki shaadi mein nai gaye. ? ??,1
as salam alaikom :) aur intezar nai hota plz cm fast,1
Susila maa g ko sat sat naman jo aap jaisa superstar india mai hua. ...salute susila maa. ..,1
Ok tjeek hai nhi aanahai to bta to.do sir,1
bhai bihar ya patna kb aoge pls reply,1
oye bhen ke bhaiyyo.. sallu bhai ki koi chiz fek nahi hoti.. samjhe kya,0
Ye jhut hai.,1
nirash kar diya,0
Hlw Bhaijan.Bajrangi Bhaijan ko le kar apka kya opeksha hai?Is film me aap hanuman jika vokt ho ap kay real zindegi me hanuman jiko mante ho?,1
kya hua bhAi,1
ab aa bhi jao,2
Bhai kamal k jodi hoge ap 3nun ki.,1
Bhai ko mat bolo wo buzzy hoga aajaiga,0
bas ab ek hi baat h kolkata jldi ana plz,1
hlw sir kha ho baat kro na,1
sir me aapke apartment ke bhar 7 din se morning to eve khada tha aap ko dekhne pr me dekh nhi paya,1
tu sisters aur brothers bahut pyar karte?,1
jb krna hi ni tha to bole qq,1
Aaaa bhi jaa.. Aaaa bhi jaa... Bajrangi bhaijaan aaaa bhi jaa,1
Profile pic to change kro 2 sal ho gye hm aapke naam ki daily chang krte h,1
ho gyi party sabki ... ab aaram karo...bhai so rhe ha...,1
bhaii ab avi jao,1
bhai Mujhe Apna twitter account password de doo pls :p :p :p :p :p :p,1
Sallu 4 Baj gaye hai aja o na,1
Hum cnfused ho gaye kya aap baat karenge au hum off line hye jai.,1
bollywood prem bollywood fitness pleyar bollywood king bollywood god,1
plzz m apke rep ka w8 krri hu or krti rhugiii pkkkaaa,1
4 : 19 ho rhe kha ho bhai,2
Salman khan kaha ho?,1
#Pandey ji kaha h app hum log kb se wait kar rahe h ap k #swagat k liye,1
Kya bhai kahi koi item toh nahi mil gayi kya,1
kamaaaL karte ho salllu ji.....rply to bnta h n....,1
salman khan kamine kab ata tu chor lolz,0
Shayad bhaijaan aap busy ho koi baat nahi khuda Hafiz iftaari ki tayyari karni hai Allah Hafiz bhai,1
Aaj kisiko reply nai milne wala Salman sir ne ullu bnaya,1
Salman kab aate hai kab jate hai kisi ko pta nhi chalta,0
hum to aapka swagat krne ke liye kb se aaye hue hai pr aap hi nhi aa rehe,2
Salman sir apke liye Puri life wait kar sakte h,2
plz bajrangi bhaijan ek reply plz     mai m.p. ke rewa saher ka rahne vala hu,2
madat karo khusi milega app ne bolatha but madat karene se dukhu badha jata he kay karu bhai.???????? plz reply bhai,1
Bhai ...4 <= baj gaye h ?Kaha ho aap,1
saaaaaavdhan salman bhai ko bulane ka formula laaya hoon... sirf 51 rupe do or sallu bhai se baat karo.. baba ka prasaad lo.. sirf 51 rupe,1
ye salman khan ki real id h ya sab fake h salman sir ko inna tym h ki wo aae or hum s baat kare i think its fake,1
bhai mera rply jarur krna pehle hi bta du ;-),1
bhai mera rply jarur krna pehle hi bta du ;-) apne khud hi bola hai main sare comment padhta hu ye v pdh lia hoga apne :-D,1
Bhai ao na,1
mujha bhi karni ha baat par kaisa karu ????????,1
dSir kya mujh gareeb ko aik reply melay ga plz ....?,1
ab kitta wait krwaoge,2
facku jaldi warna ????,1
Aya reply aya bhai ka,2
so gaye kya,1
kya sallu bhai baat krne ki bola lekin reply to kisi ko kr hi nhi rhe,0
Bhaijaan aap kaa ek reply mere liye bohot important hai kyuki mai aapka bhakt hu,1
Bhai aap bimar ho kya????bolti bandh kyu haii??,2
Sir plz reply us ... Hum kab se rah dekh rahe hai apki :(,1
kamal karte ho pandy ji ....kitna wait karwaoge,1
q jhoot bol raha bhai,1
4 bhj gye but aap kahan ko jnab :(,1
bhai mujhe aapki film bajrangi bhaijaan ke gaane bhaut pasand  aye,2
Main apka bohot badaaa fan hoon.. we luv u bhai,2
bhaijan ke kamar pe dard hn doctero ne araam karne ko bola hn ok frendz,1
4 bj gaye par party abhi baki h..Baat to dur kisi ko rply bhi nhi kiya Salman Khan,1
Bhai kuch kaam se busy honge wo jarur aayenge,1
abhi 4wje nahi aap ke?????????????,1
Sorry frndz salman sir thore bzy hain abi aaty hain 5 mint me.,1
jb aana hi ni tha to,0
Sir kya aap fir kashmir aavoge plz reply,1
mey Facebook par...Twitter pe nehi...aooo na..,1
O pagal ye asli salman khan thori hai  :-),0
salman bhai kb se apka wait kr re ky huaa taik tu me iloveu salman bhai,1
Itne fan's ko nervous kar k aap so kaise sakte ho,2
Aik he q bar bar repeat karna b acha nhe lag raha,1
Ab aa bhi jao bhaijaan,2
bhai aapke answer k liy boht piche jana pdega,1
sir ji apka reply nahi dikh raha.... :(,1
Ary bhai love. Phr jb b awo gy aunga. Ap ko request byjta hun link mel gya.,1
plzz aajaao yar....itna enry roza rkhne me ktm nahi hoti..jitni apka w8 krne me ho rhi h....plzz come na.....plzzzz....,1
Magar ap bata he nhe raha ha,2
bhai 1 reply asssalamalaikum,1
Aa bhi jaa sanam â€¦â€¦â€¦ U na kr sitm â€¦â€¦â€¦â€¦ love u salmaan â€¦â€¦â€¦â€¦â€¦plzzz jldi aa jaaao â€¦â€¦â€¦â€¦ :*,2
Kamaal karte hoon salman ji aane ka irada hai ya nai,1
Biceps 17 inchi banane ke liye kya kare.give me some tips.,1
Yes sab jhuth hai koi salman khan humlogo se baat nhi karne wale,1
Salu  phone numbe ka sawal hai baba :P,1
ohhh bhot intezar ho gya .....its 4:23sir....,1
kya yaar! aaja shaam hone aayi mausam ne li angdaai! to kiss baat ki hai Ladai...............:p whre r uh?,1
Bhai jaan come plz,1
salman sir aap apna ek kisi film mein Internationl rockstar Imran khan ko Singing ka mouka dijiye,1
kaha pe chat karna bhai,1
Bhai log maine abi suna newz me salman bhai bole jitne v mri fan hn wo Nrzz na ho I'm just coming esa hi bole..,1
Plz mera dream true kardona bhaii,1
ab  himmat nai hai re baba jaldi reply krna shuru karo,1
sir main bohut gorib hu....plz muje ap ki pas bula lo..........?,1
salman khan ..................................being human ka aslee avtaar. admin aamir ahmed.,1
aree salman sir ek baar jo committed phir wo apne aap ki bhi nahi sunte kyun sir,1
ghar pe milne aavo.time bolo,1
kaha gye bhaijaan???,1
Ap tak pakistan si snd ki hov cheez pohnch jata ha ya nhe,1
Bhai ek bar hamse bat karlo cuz hame ek achievement  mil jayega apse bat karne ka,1
w8 is ovr,1
hello #salman #khan,1
Sir kya mujh gareeb ko aik reply melay ga plz ....?,1
bhai my phone discharged ho raha hai 26% bettry bachi hai,1
Sir  aapk accont se to maajak nahi kar raha,1
bhai aai jao tame badi door gaau se aako betho hu..,1
tm aao na aao hum intzar krenge tum chaho na chaho hum had se v jyda salman ji tmse pyar krenge,2
love u bhai tumhare liye ye jaan bhi de sakta hu..Love u bhai jaan sallu bhai..,2
Kyun reply nahi karr rahe ho???,0
Bhaijaan love u Bhai.. 28th july ko mera bday h.. Ek wish kaardo bhai.. Plz bhaijaan..,2
Salman bhai apne apne page pe apna trailer ni dla youtube wala,0
i knw ni aoge sbko ullu bna diy ap aj acha khasa,0
Watch kharaab hai kya apki???  :'( :'(,1
bhai fans ka dil na todo aa jao,1
Aajao aap vai,1
Aapne apna commitment nhi nibhaya Aapka dilouge wrong hai,0
Meri bhi kr dijiye na plz.......mera bhatije ko thik kr dijiye ....apko allah ka wasta....,1
Salman khan on instagram,1
add    karo ji hamre b koi              jo.add karega salman khan usi.ko.msg karega,1
Aaaaaaa jaaaaaoooooo bhaiiiiiiiiiiiiiiiiiii knha busy hooooo ham wait kr rhe h,1
Abhe 2 mint han yaar,1
Bhai 27min 1622 second ho gye Plezzzz aa jaao,1
Net pack khatam ho gaya..paytm se recharge karo..,1
Fan k saath Aap majak toh nahi kar rahe hona?,0
Hii 4 bj gye h,1
Ã–nline hoya nahi,1
Newaz bhai favr8 song raat ko aunga mein comment karunga mein questions bhi puchunga mein,1
sallu bhai...ek bar cl kr do bs....plz....,1
yo sir Ji mera tuition ka tym ho gaya...plz reply,1
"4,30p.m ho gea ab to fb pe aooooo.",1
Tek ha ap is.waqt bht bzi ha,1
Koi mujhe batayega ye fake news kisne dali,0
Bajrangi bhaijaan 4:30 b baj gaye Kb aaoge.. Bhai kl Mera birthday.. Kal ki party meri taraf se,1
bhai ap bhi hamare desh ke mantriyo ki tarah late aaoge kya,0
i love u sir  mujhe aap bhute acche laghte ho,2
kha chale gaye bhai..,1
Bhai ajao yaar,1
kasiy bt kary gy salu sb?,1
"Bhaijaan aap nahi aaoge toh, apke name pe high court mein case kardungi ....",0
lag rha h bhai aise ni aayenge,0
Hum aapna kaam chodkr baithe h . Aajao na.,1
How's ur back pain ryt now????? I m tensed....btao na plz salman aap to khe rhe the ki 4 pm baat kroge but aap to 1 bhi cmnt ka reply nhi diya plz is waale ka de dena plz... a request,1
kidher hoo sirrrr,1
I wish Aallaahh apko hmesha kush rkhe Salamat rkhe....love u,1
Hi sallu baba,1
shyad aap busy ho tbi aap rply nhi kr rehe ho nhi to aap jrur rply krte...bt m tb tk wait krungi jb tk aap rply nhi krte...,1
Salman vai aap sadhi krlo plzzz...,1
salman khan ma ap ka bohat bara fan ho,1
Sir aap itna hi kah diye to kafi hai ...:-),1
I mean I am thinking dat ki prdp tak yaha hi rul jaau ok?? So plz 1 reply for plzzzzzzzzzzzzzzzzzzzz?? I am ur die hard fan bhai plzzzzz,1
Chutiya bna rahey ho kya bhai..:p boley to lucky draw nikal k baat karogey kya!,0
are bhai...kese kare bat ye toh batao koi....,1
Assalam walaikum bhaijaan kaha ho aap,2
Roza ka time bhi hora,1
4 Baj gaye lekin party abhi baki he,1
Bahot ho chuki hain teri dillagi  chale bhi aao abb shyam dhalne lagi.. :-),2
"bhai,tu kaha hain",1
OMG salman bhai... Assalam o alaikum :),1
Sar modlig to nahi ki maine par ek din ballywood ka sitar zarur banuga,1
4 baj gaye but rply abhi baaki hai,1
bhai bhopal kab aa rahe ho,1
Plssssss avi jao ne sallu,1
tu hai k nhiii....tu hai k nhiii  <3,1
Mene bataya na ap logo ko ke aj bhaijaaN bat nai kar sakte kamar pe dard hn docter ne araam ka kaha hn ok frendz,1
ye kya baaat hoti h ?,1
bhai aa jao nahi to katrina ko bol dunga;-) ;-) ;-) ;-) ;-),1
Jawab kyun nahi aaya,1
Sir plz come 4pm baj gae,1
"Bhai accident dubara toh ni kr dya,jo ab tk ni aaye,aa b jao sir",1
bhai allah hafiz namaz ka waqt hone waala hai hum ja rahe hai.. par bhai aapse ek choti si reqwest hai aap agar chat karne aao to pls mujhe na bhul jaana...,1
bhai busy hai?,1
Salman bhai apne kuch  bola tha shayad,1
Tum jaan bhaijan ho ya gayab???,1
Salman bhai yr aap bhooot mast ho... ?,1
aa jao.... rplyyy meee plzzzzzz,1
ek reply  bhai plzzzzz,1
Kitna wait kervaoga,1
Plz bhai aa jao,1
kha ho yrrr. 4:36 bhi ho gye .. nxt year 4bje aaoge kya,1
4 baj gaye lekin reply abhi baaki hai,1
Bhai ...wait kar rahe h hum sab...time btaoo yaar,1
bhaijaan thagaye hoghaey itne saare comments dekkar bhaijaan abhi online mein hai,1
waah todi or request krke dekho tb bhi nhi dekhai dege salman bhai,1
bhai jan balkum salam ma shimla sa ho to numsta salman bhai,1
"#Sallu_bhai mere ko prsnly msg kr do ek baar... Bhai #kuchh_khas hai aap ke lye,  whatsapp 8083503086",1
1hr se ziyada hogaya bhai ki khabr nai hai,1
Hlo salman sir mai aur mere mammi papa apke bhut bde fan h,1
pata nhe ap kb takh karata ha ya intizar,1
"Kha ho bhai ,  sb ke bhai",1
Kabi nahe deka relpy wait mat karo,0
Hii bhai kahan ho aap ..,1
"I think SALMAN SIR is taking a nap... jago salman bhai jago, aapka fans kab se wait kar raha hain....!",1
wait kar raha hu,1
next time bhai ke commitment ka wait karta hu. sayad aaj kuch jada bz hn juma h na. Love you bhaijan. khuda hafiz,1
"Han masjid main, ajana tum sab bhi....",1
plz javab degey na,1
bye bye bye,1
Khi BAJRANGI BHAIJAAN KIDNAPDED toh nhi gye! Ab toh12july ko hi pta chalega.,1
Bhai jaan 4.30 pm ho gaiya hai ab to online avo kitna wait karvoga,1
Ohhhh myy salluuu,2
Bahi mai karanataka se hun apko dekne k lia bahut bhar aa chuka hun mumbai pe lekin uss time ku aap nahi mile 11 sal se mumbai ara hun aj tak nahi deka plz reply bhai plz apse request hai,1
Hi.kabhi kabhi apne fanse bhi mil lia kijie.kuch surprised to dena chahie...,1
bhai we are waiting 5 bajne wala hai,1
ek fake salman n cmnt kiya mujhe laga ap ho bhai,0
hlw salman bhai,1
Sub ka bhai salman bhai,2
Salman Bhai app ko chada ni raha hu ksm as app ka naam hi Kafi hai,2
"hey salman bhai , agar aap actor na hote to kya hote?",1
Tweet pe hi bta diye,1
bhai sab ko rply krna bhai plZzzz sb ap ko pyr krte h sb ke sb,1
yeeeee bhai aaaa gaye,1
kya kyu sb ko pareshan kar rhe ho sb aap ke pichh le 1 gante se with kar rhe he,1
Sub ko farig kro or mujh say baat krna plzzzzzzzz,1
Sir uttrakhand se hai ! Yaha ke fans ko apka intezaar karna padta hai ! Plz come once to nanital !,1
Bahut log hai jo aapse baat karna chahte hai..plzzzzzz dn't brk thr hearts sir plzzzz,1
Bhai woh kya matter hai Jo ye log bol rahe sb,1
aap ki mujhey ek hebbit bohot acchi lagti h dusro ki madat karna .........like you,2
hello chulbul ji..aye jaldi sbhi intazar kar kr rhe h apka,1
Jhut bol diye. Itne jhutte ho to tumhare fan tum par trust kya karenge yrr. Ye Sonakshi sinha nahi hai jo such bolenge,0
"Bajrangbali ki vakt , kavi jhuut bolti nahi , toh aap kaise bola ?",1
dekh lena bhaiyya ki film super hit hogi,2
hell0 salman khan...kesy h ap..??,1
Bhai aa gaye hai jai jai bajrangbali,2
Bhai 4 baj gaye hain,1
Kahan ho aap bhai,1
Chal jhuta....answer ek qustion ka b nhi diya,0
bhai mujhe apna whats app no. do na roj krenge.....,1
I knw apko muskil ho raha hoga sabko reply dene mai,0
Sir bajrangi bhai jaan may Ali quli mirza aur Najeem khan hai,1
mujey pahele aap ki movie bohot bekar lagti thi wanted se sab se acchi lagne lagi aap ki movie bro,1
RAB ko yaad karu ek fariyaad karu salman khan sir se baat karade ya RABBA salam khan sir ka deedar kara de ya RABBA. BHAI JAAN pls.wheting,1
Bhaijaan muslim wali bat such hai ya fek hai plz reply sallu bhai,1
Bhai itne comment kiye bus ek pe reply kar do plz plz plz,1
main superman salman ka fan,1
Please Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab do,1
lekin im confused... fir aapne jhutha pist q kiya yaha pr  :/,0
Kya hai yar ye!!,1
lv u salman... schi m bat kroge kya sbse.. lv uuuuuuuuuuu sooooooooooo mch.......,2
nr 1 salman,2
bhai realy hurt jab nahi aana tha toh kyu kaha tha u know me ana study chodhkar  1 hour s msg kar rahi mera exam hai kal phir bhi bye :( :(,0
AB to type karte kate fingariya dard hone lagi,0
jab 1 lakh ppl love u love u likhenge how will u reply poor u,2
bhai ap helpful prson ho sb ko pta h pr ap ki nazae me hlpful prsn kon h,2
"Bhai apki movie apka name pavan kumar ur mera real life m name h pawan kumar, toh m y movie dekhuga hi, motivate JO hona h, ek request h sir aap plz mere dp p like krdo plzz! Movie blockbuster hit toh pakki h!",2
Ye umeed nahi this net khatam ho gya kya apka,0
Salman Khan sir hame bajrangi bhaijaan me kya kuch new dekhne ko milega..?,2
Hii..Salman Bhai mai abhi se kah raha hun ki apki Bajarangi Bhaijaan hit film hai... Ap kya Kahte hain????,2
sir mujhe koi q nai karna plz aap mujhe apna number dijia na bhai plz,1
ab aa jaayiye mai aa gaya hu.....! ??,1
"Wow 40,000 cmnts keep it up paaglo koi ni aane wala",0
where r uu...bhaiii ...plzz one rplyy mustt onlyy onee:-(,1
bhai jaan me aap bhut badha fen ho sir me soch ta ho ki kabhi aap se miluga ya nahi  sir jingi ki ek hi khuais thi ki ek baar aap se milu,2
"Eid ki aapko dher sari badhai ho, and BAJRANGI BHAIJAN 17ko screen par aai he to me or meri family sab dekhne jayenge, and me dua karta hu ki aapki ye film jyada tar log dekhe or 200corore ke club se bhi aage jaye. BEST OF LUCK. BEING HUMAN",1
Sala kutta kamena amara time west kara tia salman,2
mja aa gya bhai chat krk,1
salman bhai asslam alykum,1
<b>   BHAAI BACCHO KA DIL DUKHARE HO AAP AATE Q NAHI,2
Bhaijaan abhi tho 5 baje h Aap jab free ho tab aa jana m tho puri rat Intzar Kar sakta hu... iam big fan,2
Kya bakvas hai yar,2
avitak 4pm hua nehi kya ?,2
watch band pad gai kya bhai aapki ....mere pass b thi apki jaisi ek bekar watch..maine OLX pe bech di,2
salman bahi please hum ko bhi chance dena bt krne ka thanks.,2
Reply plz bhai,2
Rammi hindo salman. Kafir kuty ho tum gandooo,0
Salman bhai ajao 200 comnt s kardie mene,2
live chat karna kaise hai???,2
Salllluuuu i love u....plzzzz ek bar apne apse milne do...plzzzzzz,2
Dongiri tb hogi jb salu bhai(Salman) nd GuRu bhai(Hemant) dono sath me honge..,2
bhai ap mjhe chnce nhi dena bt humre liye liye rply kr do bhai,1
"Bhai waiting eagerly for you...Plsss jaldi aao na, 3.30pm se 4pm aur avi 5pm ho gaya hai.Phn haanth mei lekar, aapkia page mei aapka wait kar rhe hai.",2
Fake fake fake fake,0
Ab 4 40 ho gaye hain.....,2
bhai apna time barabaad mat karo kisi ko koi rply nai milne wala,0
Salman plz reply,2
itne sare logo me se humse kaise baat karoge?? :-(,2
Bhai Asr ki namaz baad aayenge kya ???,2
baat online kr rhe the bhai...abhi 5 bje khtm hua h,2
Salman sir or pata chala hai ki aap aajkal jaada gym me time bitate hai..? is baat me kitni sachhi hai? or agar sach hai to kya aap kis new movie ke leye body bana rahe hai,2
Fake fake ....fake ye fake h. Suna sabny,2
Kafir wala name hi mila tha ap ko,2
Salman plz  plz  fulfill my 1 wish,2
plss salmAn rply kr do ....<3,2
Na kro yr cmnts plz frnds,2
Aisay ha bhaiya bajrangi......,1
lagta hai aap bahut busy ho par please ek bar bata do dete sir,1
"bahi,,kesehe ap??",2
tiger bahoot busy hai abhi... dont disterb cat,2
Jodhpur aaoge jab milo ga...mai ab..kaha jaoge mujse bach ke..saadi gali tu ana hi padega,2
Sir aapne reply nahi kiya !!,0
